drug	organism	mg_per_L	comment
Tetracycline	Enterococcus faecalis	4	NA
Tetracycline	Enterococcus faecium	4	NA
Tetracycline	Enterococcus hirae	4	NA
Tetracycline	Escherichia coli	8	NA
Tetracycline	Escherichia coli ATCC 25922	NA	insufficient data
Tetracycline	Haemophilus influenzae	1	NA
Tetracycline	Haemophilus influenzae ATCC 49247	NA	insufficient data
Tetracycline	Haemophilus influenzae ATCC 49766	NA	insufficient data
Tetracycline	Haemophilus parainfluenzae	NA	insufficient data
Tetracycline	Hafnia alvei	NA	insufficient data
Tetracycline	Helicobacter pylori	0.25	tentative
Tetracycline	Kingella kingae	NA	insufficient data
Tetracycline	Klebsiella aerogenes	NA	insufficient data
Tetracycline	Klebsiella oxytoca	4	NA
Tetracycline	Klebsiella pneumoniae	8	NA
Tetracycline	Lactobacillus acidophilus	NA	insufficient data
Tetracycline	Lactobacillus amylovorus	NA	insufficient data
Tetracycline	Lactobacillus crispatus	NA	insufficient data
Tetracycline	Lactobacillus delbrueckii	NA	insufficient data
Tetracycline	Lactobacillus fermentum	NA	insufficient data
Tetracycline	Lactobacillus gallinarum	NA	insufficient data
Tetracycline	Lactobacillus gasseri	NA	insufficient data
Tetracycline	Lactobacillus helveticus	NA	insufficient data
Tetracycline	Lactobacillus johnsonii	NA	insufficient data
Tetracycline	Lactobacillus lactis	NA	insufficient data
Tetracycline	Lactobacillus paracasei	NA	insufficient data
Tetracycline	Lactobacillus plantarum	NA	insufficient data
Tetracycline	Lactobacillus reuteri	NA	insufficient data
Tetracycline	Lactobacillus rhamnosus	4	tentative
Tetracycline	Lactobacillus sakei	NA	insufficient data
Tetracycline	Lactococcus lactis	NA	insufficient data
Tetracycline	Listeria monocytogenes	NA	insufficient data
Tetracycline	Mannheimia haemolytica	2	NA
Tetracycline	Moraxella catarrhalis	2	NA
Tetracycline	Morganella morganii	8	NA
Tetracycline	Neisseria gonorrhoeae	NA	insufficient data
Tetracycline	Neisseria meningitidis	NA	insufficient data
Tetracycline	Pasteurella multocida	2	NA
Tetracycline	Proteus mirabilis	128	NA
Tetracycline	Pseudomonas aeruginosa	64	NA
Tetracycline	Salmonella enterica	8	NA
Tetracycline	Serratia liquefaciens	NA	insufficient data
Tetracycline	Serratia marcescens	NA	insufficient data
Tetracycline	Staphylococcus aureus	1	NA
Tetracycline	Staphylococcus aureus MRSA	1	NA
Tetracycline	Staphylococcus aureus MSSA	1	NA
Tetracycline	Staphylococcus coagulase negative	1	NA
Tetracycline	Staphylococcus epidermidis	1	tentative
Tetracycline	Staphylococcus epidermidis MSSE	NA	unspecified
Tetracycline	Staphylococcus haemolyticus	NA	insufficient data
Tetracycline	Staphylococcus hyicus	1	NA
Tetracycline	Staphylococcus pseudintermedius	1	NA
Tetracycline	Staphylococcus saprophyticus	NA	insufficient data
Tetracycline	Stenotrophomonas maltophilia	64	NA
Tetracycline	Streptococcus agalactiae	1	NA
Tetracycline	Streptococcus anginosus	1	tentative
Tetracycline	Streptococcus canis	NA	insufficient data
Tetracycline	Streptococcus dysgalactiae	NA	insufficient data
Tetracycline	Streptococcus equi subspecies equi	0.25	NA
Tetracycline	Streptococcus equisimilis	8	tentative
Tetracycline	Streptococcus group G	2	tentative
Tetracycline	Streptococcus oralis	2	tentative
Tetracycline	Streptococcus pneumoniae	1	NA
Tetracycline	Streptococcus pyogenes	2	NA
Tetracycline	Streptococcus suis	4	NA
Tetracycline	Streptococcus thermophilus	NA	insufficient data
Tetracycline	Streptococcus uberis	2	NA
Tetracycline	Vibrio alginolyticus	NA	insufficient data
Tetracycline	Vibrio cholerae	0.5	tentative
Tetracycline	Vibrio fluvialis	NA	insufficient data
Tetracycline	Vibrio parahaemolyticus	NA	insufficient data
Tetracycline	Vibrio vulnificus	NA	insufficient data
Tetracycline	Yersinia enterocolitica	4	NA
Tiamulin	Actinobacillus pleuropneumoniae	32	tentative
Tiamulin	Mannheimia haemolytica	32	NA
Tiamulin	Pasteurella multocida	64	NA
Tiamulin	Staphylococcus aureus	2	tentative
Tiamulin	Staphylococcus hyicus	2	NA
Tiamulin	Streptococcus suis	NA	unspecified
Ticarcillin-Clavulanic acid	Acinetobacter baumannii	NA	insufficient data
Ticarcillin-Clavulanic acid	Bacteroides fragilis	NA	insufficient data
Ticarcillin-Clavulanic acid	Bacteroides fragilis group	NA	insufficient data
Ticarcillin-Clavulanic acid	Bacteroides thetaiotaomicron	NA	insufficient data
Ticarcillin-Clavulanic acid	Citrobacter freundii	NA	insufficient data
Ticarcillin-Clavulanic acid	Citrobacter koseri	NA	insufficient data
Ticarcillin-Clavulanic acid	Clostridioides difficile	NA	insufficient data
Ticarcillin-Clavulanic acid	Clostridium perfringens	NA	insufficient data
Ticarcillin-Clavulanic acid	Enterobacter cloacae	NA	insufficient data
Ticarcillin-Clavulanic acid	Escherichia coli	NA	insufficient data
Ticarcillin-Clavulanic acid	Klebsiella aerogenes	NA	insufficient data
Ticarcillin-Clavulanic acid	Klebsiella oxytoca	NA	insufficient data
Ticarcillin-Clavulanic acid	Klebsiella pneumoniae	NA	insufficient data
Ticarcillin-Clavulanic acid	Proteus mirabilis	NA	insufficient data
Ticarcillin-Clavulanic acid	Salmonella enterica	8	tentative
Ticarcillin-Clavulanic acid	Salmonella Paratyphi	8	tentative
Ticarcillin-Clavulanic acid	Salmonella Typhimurium	8	tentative
Ticarcillin-Clavulanic acid	Serratia liquefaciens	NA	insufficient data
Ticarcillin-Clavulanic acid	Serratia marcescens	NA	insufficient data
Ticarcillin-Clavulanic acid	Stenotrophomonas maltophilia	NA	insufficient data
Ticarcillin	Acinetobacter baumannii	NA	insufficient data
Ticarcillin	Citrobacter koseri	NA	insufficient data
Ticarcillin	Clostridioides difficile	NA	insufficient data
Ticarcillin	Clostridium perfringens	NA	insufficient data
Ticarcillin	Pseudomonas aeruginosa	NA	insufficient data
Ticarcillin	Pseudomonas fluorescens group	NA	insufficient data
Ticarcillin	Salmonella enterica	NA	insufficient data
Ticarcillin	Salmonella Paratyphi	NA	insufficient data
Ticarcillin	Salmonella Typhimurium	NA	insufficient data
Ticarcillin	Serratia liquefaciens	NA	insufficient data
Ticarcillin	Serratia marcescens	NA	insufficient data
Ticarcillin	Shigella flexneri	NA	insufficient data
Ticarcillin	Shigella sonnei	NA	insufficient data
Tigecycline	Acinetobacter baumannii	NA	insufficient data
Tigecycline	Acinetobacter pittii	0.5	tentative
Tigecycline	Bacillus anthracis	0.25	tentative
Tigecycline	Bacteroides fragilis	4	NA
Tigecycline	Citrobacter freundii	1	NA
Tigecycline	Citrobacter koseri	0.5	NA
Tigecycline	Enterobacter asburiae	2	NA
Tigecycline	Enterobacter cloacae	1	NA
Tigecycline	Enterococcus faecalis	0.25	NA
Tigecycline	Enterococcus faecium	0.25	NA
Tigecycline	Escherichia coli	0.5	NA
Tigecycline	Escherichia coli NCTC 13846	NA	insufficient data
Tigecycline	Haemophilus influenzae	1	tentative
Tigecycline	Hafnia alvei	NA	insufficient data
Tigecycline	Klebsiella aerogenes	1	NA
Tigecycline	Klebsiella oxytoca	1	NA
Tigecycline	Klebsiella pneumoniae	2	NA
Tigecycline	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Tigecycline	Listeria monocytogenes	NA	insufficient data
Tigecycline	Moraxella catarrhalis	0.25	NA
Tigecycline	Morganella morganii	4	NA
Tigecycline	Mycobacterium abscessus	2	NA
Tigecycline	Pantoea agglomerans	NA	insufficient data
Tigecycline	Proteus mirabilis	8	NA
Tigecycline	Proteus vulgaris	4	NA
Tigecycline	Providencia rettgeri	4	tentative
Tigecycline	Providencia stuartii	4	NA
Tigecycline	Pseudomonas aeruginosa	64	NA
Tigecycline	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Tigecycline	Serratia liquefaciens	1	NA
Tigecycline	Serratia marcescens	4	NA
Tigecycline	Shigella sonnei	NA	insufficient data
Tigecycline	Staphylococcus aureus	0.5	NA
Tigecycline	Staphylococcus aureus ATCC 29213	NA	insufficient data
Tigecycline	Staphylococcus aureus MRSA	0.5	tentative
Tigecycline	Staphylococcus aureus MSSA	0.5	tentative
Tigecycline	Staphylococcus epidermidis	1	NA
Tigecycline	Staphylococcus epidermidis MSSE	NA	unspecified
Tigecycline	Staphylococcus haemolyticus	1	tentative
Tigecycline	Stenotrophomonas maltophilia	4	tentative
Tigecycline	Streptococcus pneumoniae	0.125	tentative
Tigecycline	Streptococcus pyogenes	NA	insufficient data
Tildipirosin	Actinobacillus pleuropneumoniae	16	tentative
Tildipirosin	Mannheimia haemolytica	2	NA
Tildipirosin	Pasteurella multocida	4	NA
Tildipirosin	Staphylococcus hyicus	NA	insufficient data
Tildipirosin	Staphylococcus pseudintermedius	4	NA
Tildipirosin	Streptococcus uberis	NA	unspecified
Tilmicosin	Actinobacillus pleuropneumoniae	32	tentative
Tilmicosin	Pasteurella multocida	32	NA
Tilmicosin	Staphylococcus hyicus	4	tentative
Tilmicosin	Staphylococcus pseudintermedius	2	NA
Tilmicosin	Streptococcus suis	NA	unspecified
Tilmicosin	Streptococcus uberis	NA	unspecified
Tobramycin	Acinetobacter baumannii	4	NA
Tobramycin	Aeromonas caviae	NA	unspecified
Tobramycin	Aeromonas hydrophila	NA	unspecified
Tobramycin	Aeromonas veronii	NA	unspecified
Tobramycin	Alcaligenes faecalis	NA	insufficient data
Tobramycin	Bacillus cereus	NA	insufficient data
Tobramycin	Burkholderia cepacia complex	NA	insufficient data
Tobramycin	Campylobacter jejuni	NA	unspecified
Tobramycin	Citrobacter braakii	NA	insufficient data
Tobramycin	Citrobacter freundii	2	NA
Tobramycin	Citrobacter koseri	2	tentative
Tobramycin	Enterobacter amnigenus	NA	insufficient data
Tobramycin	Enterobacter cloacae	2	NA
Tobramycin	Enterobacter sakazakii	NA	insufficient data
Tobramycin	Enterococcus faecalis	NA	insufficient data
Tobramycin	Enterococcus faecium	NA	insufficient data
Tobramycin	Escherichia coli	4	NA
Tobramycin	Escherichia coli ATCC 25922	NA	unspecified
Tobramycin	Haemophilus influenzae	NA	insufficient data
Tobramycin	Klebsiella aerogenes	2	NA
Tobramycin	Klebsiella oxytoca	2	NA
Tobramycin	Klebsiella pneumoniae	2	NA
Tobramycin	Morganella morganii	4	NA
Tobramycin	Plesiomonas shigelloides	NA	insufficient data
Tobramycin	Proteus mirabilis	4	NA
Tobramycin	Proteus vulgaris	4	NA
Tobramycin	Pseudomonas aeruginosa	2	NA
Tobramycin	Pseudomonas putida group	NA	insufficient data
Tobramycin	Serratia liquefaciens	NA	insufficient data
Tobramycin	Serratia marcescens	8	NA
Tobramycin	Staphylococcus aureus	2	NA
Tobramycin	Streptococcus agalactiae	128	tentative
Tobramycin	Yersinia enterocolitica	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Acinetobacter baumannii	0.5	NA
Trimethoprim-Sulfamethoxazole	Acinetobacter pittii	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Actinobacillus pleuropneumoniae	0.25	NA
Trimethoprim-Sulfamethoxazole	Aeromonas caviae	NA	unspecified
Trimethoprim-Sulfamethoxazole	Bordetella bronchiseptica	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Brucella melitensis	0.125	NA
Trimethoprim-Sulfamethoxazole	Burkholderia cepacia complex	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Burkholderia pseudomallei	4	NA
Trimethoprim-Sulfamethoxazole	Campylobacter coli	4	NA
Trimethoprim-Sulfamethoxazole	Campylobacter jejuni	16	NA
Trimethoprim-Sulfamethoxazole	Citrobacter freundii	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Citrobacter koseri	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Corynebacterium diphtheriae	NA	unspecified
Trimethoprim-Sulfamethoxazole	Corynebacterium glucuronolyticum	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Corynebacterium striatum	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Corynebacterium ulcerans	NA	unspecified
Trimethoprim-Sulfamethoxazole	Enterobacter cloacae	0.5	tentative
Trimethoprim-Sulfamethoxazole	Enterococcus cecorum	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Enterococcus faecium	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Escherichia coli	0.5	NA
Trimethoprim-Sulfamethoxazole	Haemophilus influenzae	0.5	NA
Trimethoprim-Sulfamethoxazole	Klebsiella aerogenes	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Klebsiella oxytoca	0.5	tentative
Trimethoprim-Sulfamethoxazole	Klebsiella pneumoniae	0.5	NA
Trimethoprim-Sulfamethoxazole	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Klebsiella variicola	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Kocuria kristinae	NA	unspecified
Trimethoprim-Sulfamethoxazole	Legionella pneumophila	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Listeria monocytogenes	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Mannheimia haemolytica	0.06	NA
Trimethoprim-Sulfamethoxazole	Moraxella catarrhalis	1	tentative
Trimethoprim-Sulfamethoxazole	Morganella morganii	0.5	NA
Trimethoprim-Sulfamethoxazole	Mycobacterium avium	4	tentative
Trimethoprim-Sulfamethoxazole	Mycobacterium avium ATCC 700898	NA	unspecified
Trimethoprim-Sulfamethoxazole	Mycobacterium intracellulare	8	tentative
Trimethoprim-Sulfamethoxazole	Neisseria gonorrhoeae	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Neisseria meningitidis	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Nocardia abscessus	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Pasteurella multocida	0.125	NA
Trimethoprim-Sulfamethoxazole	Proteus mirabilis	0.5	NA
Trimethoprim-Sulfamethoxazole	Proteus vulgaris	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Pseudomonas aeruginosa	32	tentative
Trimethoprim-Sulfamethoxazole	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Pseudomonas fluorescens group	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Rothia aeria	NA	unspecified
Trimethoprim-Sulfamethoxazole	Rothia dentocariosa	NA	unspecified
Trimethoprim-Sulfamethoxazole	Rothia mucilaginosa	NA	unspecified
Trimethoprim-Sulfamethoxazole	Salmonella enterica	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Serratia liquefaciens	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Serratia marcescens	2	NA
Trimethoprim-Sulfamethoxazole	Staphylococcus aureus	0.25	tentative
Trimethoprim-Sulfamethoxazole	Staphylococcus epidermidis	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Staphylococcus hyicus	0.25	tentative
Trimethoprim-Sulfamethoxazole	Stenotrophomonas maltophilia	2	NA
Trimethoprim-Sulfamethoxazole	Streptococcus agalactiae	0.5	NA
Trimethoprim-Sulfamethoxazole	Streptococcus canis	0.125	tentative
Trimethoprim-Sulfamethoxazole	Streptococcus dysgalactiae	0.25	NA
Trimethoprim-Sulfamethoxazole	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Trimethoprim-Sulfamethoxazole	Streptococcus equisimilis	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Streptococcus pneumoniae	1	NA
Trimethoprim-Sulfamethoxazole	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Trimethoprim-Sulfamethoxazole	Streptococcus pyogenes	0.5	tentative
Trimethoprim-Sulfamethoxazole	Streptococcus suis	0.25	tentative
Trimethoprim-Sulfamethoxazole	Streptococcus uberis	1	NA
Trimethoprim-Sulfamethoxazole	Vibrio alginolyticus	NA	unspecified
Trimethoprim-Sulfamethoxazole	Vibrio cholerae	0.125	tentative
Trimethoprim-Sulfamethoxazole	Vibrio fluvialis	NA	unspecified
Trimethoprim-Sulfamethoxazole	Vibrio parahaemolyticus	NA	unspecified
Trimethoprim-Sulfamethoxazole	Vibrio vulnificus	NA	unspecified
Trimethoprim-Sulfamethoxazole	Yersinia enterocolitica	NA	insufficient data
Trimethoprim	Acinetobacter baumannii	NA	insufficient data
Trimethoprim	Citrobacter freundii	NA	insufficient data
Trimethoprim	Enterobacter agglomerans	NA	insufficient data
Trimethoprim	Enterobacter cloacae	2	tentative
Trimethoprim	Enterobacter dissolvens	NA	insufficient data
Trimethoprim	Enterococcus faecalis ATCC 29212	NA	insufficient data
Trimethoprim	Escherichia coli	2	NA
Trimethoprim	Haemophilus influenzae	0.5	NA
Trimethoprim	Hafnia alvei	NA	insufficient data
Trimethoprim	Klebsiella aerogenes	NA	insufficient data
Trimethoprim	Klebsiella oxytoca	NA	insufficient data
Trimethoprim	Klebsiella pneumoniae	2	tentative
Trimethoprim	Listeria monocytogenes	NA	insufficient data
Trimethoprim	Moraxella catarrhalis	64	NA
Trimethoprim	Morganella morganii	NA	insufficient data
Trimethoprim	Pasteurella multocida	NA	insufficient data
Trimethoprim	Proteus mirabilis	8	tentative
Trimethoprim	Proteus vulgaris	8	tentative
Trimethoprim	Salmonella enterica	2	tentative
Trimethoprim	Serratia marcescens	NA	insufficient data
Trimethoprim	Staphylococcus aureus	2	NA
Trimethoprim	Staphylococcus aureus ATCC 29213	NA	insufficient data
Trimethoprim	Staphylococcus aureus MRSA	2	tentative
Trimethoprim	Staphylococcus aureus MSSA	2	tentative
Trimethoprim	Staphylococcus capitis	NA	insufficient data
Trimethoprim	Staphylococcus epidermidis	2	tentative
Trimethoprim	Staphylococcus epidermidis MSSE	NA	unspecified
Trimethoprim	Staphylococcus hyicus	NA	insufficient data
Trimethoprim	Staphylococcus lugdunensis	NA	insufficient data
Trimethoprim	Streptococcus agalactiae	NA	insufficient data
Trimethoprim	Streptococcus anginosus	NA	insufficient data
Trimethoprim	Streptococcus pneumoniae	16	NA
Trimethoprim	Streptococcus pyogenes	NA	insufficient data
Trimethoprim	Yersinia enterocolitica	NA	insufficient data
Tulathromycin	Actinobacillus pleuropneumoniae	64	tentative
Tulathromycin	Bordetella bronchiseptica	NA	insufficient data
Tulathromycin	Haemophilus parasuis	NA	insufficient data
Tulathromycin	Mannheimia haemolytica	16	NA
Tulathromycin	Pasteurella multocida	8	NA
Tulathromycin	Staphylococcus hyicus	8	tentative
Tulathromycin	Staphylococcus pseudintermedius	8	NA
Tulathromycin	Streptococcus dysgalactiae	NA	insufficient data
Tulathromycin	Streptococcus suis	NA	insufficient data
Tulathromycin	Streptococcus uberis	NA	insufficient data
Tylosin	Actinobacillus pleuropneumoniae	64	tentative
Tylosin	Enterococcus faecium	NA	unspecified
Tylosin	Mannheimia haemolytica	NA	insufficient data
Tylosin	Pasteurella multocida	NA	insufficient data
Tylosin	Staphylococcus hyicus	4	tentative
Tylosin	Staphylococcus pseudintermedius	2	NA
Tylosin	Streptococcus suis	NA	unspecified
Tylosin	Streptococcus uberis	NA	unspecified
Vancomycin	Aerococcus urinae	NA	insufficient data
Vancomycin	Bacillus anthracis	4	NA
Vancomycin	Bacillus cereus	NA	insufficient data
Vancomycin	Bifidobacterium adolescentis	NA	insufficient data
Vancomycin	Bifidobacterium animalis	NA	insufficient data
Vancomycin	Bifidobacterium bifidum	NA	insufficient data
Vancomycin	Bifidobacterium longum	NA	insufficient data
Vancomycin	Bifidobacterium pseudolongum	NA	insufficient data
Vancomycin	Bifidobacterium thermophilum	NA	insufficient data
Vancomycin	Clostridioides difficile	2	NA
Vancomycin	Corynebacterium diphtheriae	NA	insufficient data
Vancomycin	Corynebacterium ulcerans	NA	insufficient data
Vancomycin	Cutibacterium acnes	NA	insufficient data
Vancomycin	Enterococcus faecalis	4	NA
Vancomycin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Vancomycin	Enterococcus faecium	4	NA
Vancomycin	Kocuria kristinae	NA	unspecified
