version	drug	organism	mg_per_L	comment
2014	Cefepime	Staphylococcus haemolyticus	NA	missing
2014	Ceftobiprole	Staphylococcus haemolyticus	NA	missing
2014	Ceftriaxone	Staphylococcus haemolyticus	NA	missing
2014	Ciprofloxacin	Staphylococcus haemolyticus	1	
2014	Clinafloxacin	Staphylococcus haemolyticus	NA	missing
2014	Clindamycin	Staphylococcus haemolyticus	0.25	
2014	Daptomycin	Staphylococcus haemolyticus	1	
2014	Doxycycline	Staphylococcus haemolyticus	NA	missing
2014	Ertapenem	Staphylococcus haemolyticus	NA	missing
2014	Erythromycin	Staphylococcus haemolyticus	1	
2014	Fusidic acid	Staphylococcus haemolyticus	0.5	
2014	Gentamicin	Staphylococcus haemolyticus	0.5	
2014	Imipenem	Staphylococcus haemolyticus	0.125	
2014	Levofloxacin	Staphylococcus haemolyticus	0.5	
2014	Linezolid	Staphylococcus haemolyticus	2	
2014	Meropenem	Staphylococcus haemolyticus	0.5	
2014	Minocycline	Staphylococcus haemolyticus	NA	missing
2014	Netilmicin	Staphylococcus haemolyticus	NA	missing
2014	Oxacillin	Staphylococcus haemolyticus	1	
2014	Piperacillin-Tazobactam	Staphylococcus haemolyticus	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus haemolyticus	NA	missing
2014	Rifampicin	Staphylococcus haemolyticus	0.064	
2014	Spectinomycin	Staphylococcus haemolyticus	NA	missing
2014	Teicoplanin	Staphylococcus haemolyticus	NA	missing
2014	Tetracycline	Staphylococcus haemolyticus	NA	missing
2014	Tigecycline	Staphylococcus haemolyticus	1	
2014	Tobramycin	Staphylococcus haemolyticus	NA	missing
2014	Trimethoprim	Staphylococcus haemolyticus	NA	missing
2014	Vancomycin	Staphylococcus haemolyticus	4	
2014	Amikacin	Staphylococcus hominis	NA	missing
2014	Ampicillin	Staphylococcus hominis	NA	missing
2014	Benzylpenicillin	Staphylococcus hominis	NA	missing
2014	Cefepime	Staphylococcus hominis	NA	missing
2014	Cefotaxime	Staphylococcus hominis	NA	missing
2014	Ceftobiprole	Staphylococcus hominis	NA	missing
2014	Ceftriaxone	Staphylococcus hominis	NA	missing
2014	Cefuroxime	Staphylococcus hominis	NA	missing
2014	Ciprofloxacin	Staphylococcus hominis	1	
2014	Daptomycin	Staphylococcus hominis	1	
2014	Erythromycin	Staphylococcus hominis	1	
2014	Gentamicin	Staphylococcus hominis	NA	missing
2014	Levofloxacin	Staphylococcus hominis	0.5	
2014	Linezolid	Staphylococcus hominis	2	
2014	Meropenem	Staphylococcus hominis	0.5	
2014	Moxifloxacin	Staphylococcus hominis	0.25	
2014	Netilmicin	Staphylococcus hominis	NA	missing
2014	Oxacillin	Staphylococcus hominis	1	
2014	Piperacillin-Tazobactam	Staphylococcus hominis	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus hominis	NA	missing
2014	Spectinomycin	Staphylococcus hominis	NA	missing
2014	Teicoplanin	Staphylococcus hominis	NA	missing
2014	Tobramycin	Staphylococcus hominis	NA	missing
2014	Vancomycin	Staphylococcus hominis	4	
2014	Avilamycin	Staphylococcus hyicus	NA	missing
2014	Ceftiofur	Staphylococcus hyicus	NA	missing
2014	Chloramphenicol	Staphylococcus hyicus	16	
2014	Ciprofloxacin	Staphylococcus hyicus	NA	missing
2014	Erythromycin	Staphylococcus hyicus	1	
2014	Florfenicol	Staphylococcus hyicus	NA	missing
2014	Spectinomycin	Staphylococcus hyicus	NA	missing
2014	Streptomycin	Staphylococcus hyicus	NA	missing
2014	Sulfamethoxazole	Staphylococcus hyicus	NA	missing
2014	Vancomycin	Staphylococcus hyicus	4	
2014	Avilamycin	Staphylococcus intermedius	NA	missing
2014	Chloramphenicol	Staphylococcus intermedius	16	
2014	Ciprofloxacin	Staphylococcus intermedius	1	
2014	Erythromycin	Staphylococcus intermedius	1	
2014	Gentamicin	Staphylococcus intermedius	NA	missing
2014	Streptomycin	Staphylococcus intermedius	NA	missing
2014	Teicoplanin	Staphylococcus intermedius	NA	missing
2014	Vancomycin	Staphylococcus intermedius	4	
2014	Virginiamycin	Staphylococcus intermedius	1	
2014	Ampicillin	Staphylococcus lugdunensis	NA	missing
2014	Benzylpenicillin	Staphylococcus lugdunensis	0.125	
2014	Cefepime	Staphylococcus lugdunensis	NA	missing
2014	Cefoxitin	Staphylococcus lugdunensis	NA	missing
2014	Ceftobiprole	Staphylococcus lugdunensis	NA	missing
2014	Ciprofloxacin	Staphylococcus lugdunensis	1	
2014	Clindamycin	Staphylococcus lugdunensis	0.25	
2014	Doripenem	Staphylococcus lugdunensis	0.25	
2014	Erythromycin	Staphylococcus lugdunensis	NA	missing
2014	Fusidic acid	Staphylococcus lugdunensis	0.5	
2014	Gentamicin	Staphylococcus lugdunensis	NA	missing
2014	Linezolid	Staphylococcus lugdunensis	2	
2014	Meropenem	Staphylococcus lugdunensis	0.5	
2014	Moxifloxacin	Staphylococcus lugdunensis	NA	missing
2014	Mupirocin	Staphylococcus lugdunensis	NA	missing
2014	Oxacillin	Staphylococcus lugdunensis	2	
2014	Quinupristin-Dalfopristin	Staphylococcus lugdunensis	NA	missing
2014	Retapamulin	Staphylococcus lugdunensis	NA	missing
2014	Teicoplanin	Staphylococcus lugdunensis	NA	missing
2014	Tobramycin	Staphylococcus lugdunensis	NA	missing
2014	Vancomycin	Staphylococcus lugdunensis	4	
2014	Ampicillin	Staphylococcus saprophyticus	NA	missing
2014	Benzylpenicillin	Staphylococcus saprophyticus	NA	missing
2014	Cefadroxil	Staphylococcus saprophyticus	NA	missing
2014	Cefalexin	Staphylococcus saprophyticus	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Staphylococcus saprophyticus	NA	missing
2014	Cefepime	Staphylococcus saprophyticus	NA	missing
2014	Cefixime	Staphylococcus saprophyticus	NA	missing
2014	Cefotaxime	Staphylococcus saprophyticus	NA	missing
2014	Cefoxitin	Staphylococcus saprophyticus	NA	missing
2014	Ceftobiprole	Staphylococcus saprophyticus	NA	missing
2014	Ceftriaxone	Staphylococcus saprophyticus	NA	missing
2014	Ciprofloxacin	Staphylococcus saprophyticus	1	
2014	Clarithromycin	Staphylococcus saprophyticus	NA	missing
2014	Doripenem	Staphylococcus saprophyticus	0.25	
2014	Doxycycline	Staphylococcus saprophyticus	NA	missing
2014	Ertapenem	Staphylococcus saprophyticus	NA	missing
2014	Erythromycin	Staphylococcus saprophyticus	NA	missing
2014	Fosfomycin	Staphylococcus saprophyticus	NA	missing
2014	Gatifloxacin	Staphylococcus saprophyticus	NA	missing
2014	Gemifloxacin	Staphylococcus saprophyticus	NA	missing
2014	Gentamicin	Staphylococcus saprophyticus	NA	missing
2014	Imipenem	Staphylococcus saprophyticus	0.125	
2014	Levofloxacin	Staphylococcus saprophyticus	0.5	
2014	Linezolid	Staphylococcus saprophyticus	2	
2014	Mecillinam	Staphylococcus saprophyticus	NA	missing
2014	Meropenem	Staphylococcus saprophyticus	0.5	
2014	Moxifloxacin	Staphylococcus saprophyticus	0.25	
2014	Netilmicin	Staphylococcus saprophyticus	NA	missing
2014	Nitrofurantoin	Staphylococcus saprophyticus	32	
2014	Norfloxacin	Staphylococcus saprophyticus	NA	missing
2014	Ofloxacin	Staphylococcus saprophyticus	NA	missing
2014	Oxacillin	Staphylococcus saprophyticus	1	
2014	Phenoxymethylpenicillin	Staphylococcus saprophyticus	NA	missing
2014	Piperacillin-Tazobactam	Staphylococcus saprophyticus	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus saprophyticus	NA	missing
2014	Roxithromycin	Staphylococcus saprophyticus	1	
2014	Teicoplanin	Staphylococcus saprophyticus	NA	missing
2014	Telithromycin	Staphylococcus saprophyticus	NA	missing
2014	Tetracycline	Staphylococcus saprophyticus	NA	missing
2014	Tobramycin	Staphylococcus saprophyticus	NA	missing
2014	Vancomycin	Staphylococcus saprophyticus	4	
2014	Ciprofloxacin	Staphylococcus sciuri	1	
2014	Ampicillin	Staphylococcus simulans	NA	missing
2014	Benzylpenicillin	Staphylococcus simulans	NA	missing
2014	Cefepime	Staphylococcus simulans	NA	missing
2014	Ceftriaxone	Staphylococcus simulans	NA	missing
2014	Ciprofloxacin	Staphylococcus simulans	1	
2014	Meropenem	Staphylococcus simulans	NA	missing
2014	Oxacillin	Staphylococcus simulans	1	
2014	Quinupristin-Dalfopristin	Staphylococcus simulans	NA	missing
2014	Teicoplanin	Staphylococcus simulans	NA	missing
2014	Vancomycin	Staphylococcus simulans	4	
2014	Amikacin	Staphylococcus warneri	NA	missing
2014	Ampicillin	Staphylococcus warneri	NA	missing
2014	Benzylpenicillin	Staphylococcus warneri	NA	missing
2014	Cefazolin	Staphylococcus warneri	NA	missing
2014	Cefepime	Staphylococcus warneri	NA	missing
2014	Cefotaxime	Staphylococcus warneri	NA	missing
2014	Ceftobiprole	Staphylococcus warneri	NA	missing
2014	Ceftriaxone	Staphylococcus warneri	NA	missing
2014	Ciprofloxacin	Staphylococcus warneri	1	
2014	Erythromycin	Staphylococcus warneri	1	
2014	Gentamicin	Staphylococcus warneri	NA	missing
2014	Levofloxacin	Staphylococcus warneri	0.5	
2014	Linezolid	Staphylococcus warneri	2	
2014	Meropenem	Staphylococcus warneri	NA	missing
2014	Moxifloxacin	Staphylococcus warneri	0.25	
2014	Netilmicin	Staphylococcus warneri	NA	missing
2014	Oxacillin	Staphylococcus warneri	1	
2014	Piperacillin-Tazobactam	Staphylococcus warneri	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus warneri	NA	missing
2014	Roxithromycin	Staphylococcus warneri	1	
2014	Spectinomycin	Staphylococcus warneri	NA	missing
2014	Teicoplanin	Staphylococcus warneri	NA	missing
2014	Tobramycin	Staphylococcus warneri	NA	missing
2014	Vancomycin	Staphylococcus warneri	4	
2014	Ampicillin	Staphylococcus xylosis	NA	missing
2014	Benzylpenicillin	Staphylococcus xylosis	NA	missing
2014	Cefepime	Staphylococcus xylosis	NA	missing
2014	Ceftobiprole	Staphylococcus xylosis	NA	missing
2014	Ciprofloxacin	Staphylococcus xylosis	NA	missing
2014	Meropenem	Staphylococcus xylosis	NA	missing
2014	Oxacillin	Staphylococcus xylosis	1	
2014	Teicoplanin	Staphylococcus xylosis	NA	missing
2014	Vancomycin	Staphylococcus xylosis	4	
2014	Amikacin	Stenotrophomonas maltophilia	NA	missing
2014	Ampicillin	Stenotrophomonas maltophilia	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Stenotrophomonas maltophilia	NA	missing
2014	Aztreonam	Stenotrophomonas maltophilia	NA	missing
2014	Cefepime	Stenotrophomonas maltophilia	NA	missing
2014	Cefoperazone	Stenotrophomonas maltophilia	NA	missing
2014	Cefotaxime	Stenotrophomonas maltophilia	NA	missing
2014	Ceftazidime	Stenotrophomonas maltophilia	NA	missing
2014	Ceftibuten	Stenotrophomonas maltophilia	NA	missing
2014	Ceftobiprole	Stenotrophomonas maltophilia	NA	missing
2014	Ciprofloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Clinafloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Colistin	Stenotrophomonas maltophilia	NA	missing
2014	Doripenem	Stenotrophomonas maltophilia	NA	missing
2014	Doxycycline	Stenotrophomonas maltophilia	8	
2014	Ertapenem	Stenotrophomonas maltophilia	NA	missing
2014	Gatifloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Gemifloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Imipenem	Stenotrophomonas maltophilia	NA	missing
2014	Levofloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Meropenem	Stenotrophomonas maltophilia	NA	missing
2014	Minocycline	Stenotrophomonas maltophilia	1	
2014	Moxifloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Nalidixic acid	Stenotrophomonas maltophilia	NA	missing
2014	Netilmicin	Stenotrophomonas maltophilia	NA	missing
2014	Norfloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Ofloxacin	Stenotrophomonas maltophilia	NA	missing
2014	Piperacillin	Stenotrophomonas maltophilia	NA	missing
2014	Piperacillin-Tazobactam	Stenotrophomonas maltophilia	NA	missing
2014	Sulbactam	Stenotrophomonas maltophilia	NA	missing
2014	Tetracycline	Stenotrophomonas maltophilia	NA	missing
2014	Ticarcillin	Stenotrophomonas maltophilia	NA	missing
2014	Ticarcillin-Clavulanic acid	Stenotrophomonas maltophilia	NA	missing
2014	Tigecycline	Stenotrophomonas maltophilia	4	
2014	Trimethoprim-Sulfamethoxazole	Stenotrophomonas maltophilia	2	
2014	Ampicillin	Streptococcus acidominimus	NA	missing
2014	Benzylpenicillin	Streptococcus acidominimus	NA	missing
2014	Ciprofloxacin	Streptococcus acidominimus	NA	missing
2014	Roxithromycin	Streptococcus acidominimus	NA	missing
2014	Vancomycin	Streptococcus acidominimus	1	
2014	Amoxicillin	Streptococcus agalactiae	0.25	
2014	Ampicillin	Streptococcus agalactiae	0.25	
2014	Benzylpenicillin	Streptococcus agalactiae	0.125	
2014	Cefaclor	Streptococcus agalactiae	NA	missing
2014	Cefepime	Streptococcus agalactiae	0.125	
2014	Cefixime	Streptococcus agalactiae	NA	missing
2014	Cefotaxime	Streptococcus agalactiae	0.125	
2014	Cefpodoxime	Streptococcus agalactiae	NA	missing
2014	Ceftaroline	Streptococcus agalactiae	NA	missing
2014	Ceftobiprole	Streptococcus agalactiae	NA	missing
2014	Cefuroxime	Streptococcus agalactiae	NA	missing
2014	Chloramphenicol	Streptococcus agalactiae	NA	missing
2014	Ciprofloxacin	Streptococcus agalactiae	2	
2014	Clindamycin	Streptococcus agalactiae	0.5	
2014	Daptomycin	Streptococcus agalactiae	0.5	
2014	Doripenem	Streptococcus agalactiae	0.032	
2014	Doxycycline	Streptococcus agalactiae	NA	missing
2014	Ertapenem	Streptococcus agalactiae	NA	missing
2014	Erythromycin	Streptococcus agalactiae	0.25	
2014	Fusidic acid	Streptococcus agalactiae	32	
2014	Gatifloxacin	Streptococcus agalactiae	1	
2014	Gemifloxacin	Streptococcus agalactiae	NA	missing
2014	Gentamicin	Streptococcus agalactiae	NA	missing
2014	Imipenem	Streptococcus agalactiae	0.125	
2014	Levofloxacin	Streptococcus agalactiae	2	
2014	Linezolid	Streptococcus agalactiae	2	
2014	Meropenem	Streptococcus agalactiae	0.125	
2014	Minocycline	Streptococcus agalactiae	0.5	
2014	Moxifloxacin	Streptococcus agalactiae	0.5	
2014	Mupirocin	Streptococcus agalactiae	NA	missing
2014	Nitrofurantoin	Streptococcus agalactiae	16	
2014	Ofloxacin	Streptococcus agalactiae	4	
2014	Oxacillin	Streptococcus agalactiae	NA	missing
2014	Piperacillin	Streptococcus agalactiae	NA	missing
2014	Piperacillin-Tazobactam	Streptococcus agalactiae	1	
2014	Quinupristin-Dalfopristin	Streptococcus agalactiae	NA	missing
2014	Retapamulin	Streptococcus agalactiae	0.125	
2014	Rifampicin	Streptococcus agalactiae	NA	missing
2014	Sparfloxacin	Streptococcus agalactiae	NA	missing
2014	Sulfamethoxazole	Streptococcus agalactiae	NA	missing
2014	Teicoplanin	Streptococcus agalactiae	NA	missing
2014	Telithromycin	Streptococcus agalactiae	NA	missing
2014	Tetracycline	Streptococcus agalactiae	1	
2014	Tigecycline	Streptococcus agalactiae	0.25	
2014	Trimethoprim	Streptococcus agalactiae	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Streptococcus agalactiae	NA	missing
2014	Vancomycin	Streptococcus agalactiae	1	
2014	Amoxicillin	Streptococcus anginosus	0.25	
2014	Benzylpenicillin	Streptococcus anginosus	0.25	
2014	Cefepime	Streptococcus anginosus	NA	missing
2014	Cefotaxime	Streptococcus anginosus	NA	missing
2014	Ceftobiprole	Streptococcus anginosus	NA	missing
2014	Ciprofloxacin	Streptococcus anginosus	NA	missing
2014	Clindamycin	Streptococcus anginosus	NA	missing
2014	Daptomycin	Streptococcus anginosus	0.5	
2014	Doripenem	Streptococcus anginosus	NA	missing
2014	Ertapenem	Streptococcus anginosus	NA	missing
2014	Erythromycin	Streptococcus anginosus	0.25	
2014	Gentamicin	Streptococcus anginosus	NA	missing
2014	Imipenem	Streptococcus anginosus	NA	missing
2014	Linezolid	Streptococcus anginosus	NA	missing
2014	Meropenem	Streptococcus anginosus	NA	missing
2014	Minocycline	Streptococcus anginosus	0.5	
2014	Moxifloxacin	Streptococcus anginosus	0.5	
2014	Oxacillin	Streptococcus anginosus	NA	missing
2014	Piperacillin-Tazobactam	Streptococcus anginosus	1	
2014	Teicoplanin	Streptococcus anginosus	NA	missing
2014	Tetracycline	Streptococcus anginosus	NA	missing
2014	Tigecycline	Streptococcus anginosus	0.25	
2014	Trimethoprim	Streptococcus anginosus	NA	missing
2014	Vancomycin	Streptococcus anginosus	1	
2014	Benzylpenicillin	Streptococcus bovis	0.25	
2014	Ciprofloxacin	Streptococcus bovis	NA	missing
2014	Daptomycin	Streptococcus bovis	0.25	
2014	Doripenem	Streptococcus bovis	NA	missing
2014	Levofloxacin	Streptococcus bovis	2	
2014	Linezolid	Streptococcus bovis	2	
2014	Moxifloxacin	Streptococcus bovis	0.5	
2014	Oxacillin	Streptococcus bovis	NA	missing
2014	Quinupristin-Dalfopristin	Streptococcus bovis	NA	missing
2014	Vancomycin	Streptococcus bovis	1	
2014	Benzylpenicillin	Streptococcus constellatus	0.25	
2014	Cefepime	Streptococcus constellatus	NA	missing
2014	Ceftobiprole	Streptococcus constellatus	NA	missing
2014	Ciprofloxacin	Streptococcus constellatus	NA	missing
2014	Clindamycin	Streptococcus constellatus	NA	missing
2014	Gentamicin	Streptococcus constellatus	NA	missing
2014	Linezolid	Streptococcus constellatus	NA	missing
2014	Moxifloxacin	Streptococcus constellatus	0.5	
2014	Oxacillin	Streptococcus constellatus	NA	missing
2014	Tigecycline	Streptococcus constellatus	0.25	
2014	Vancomycin	Streptococcus constellatus	1	
2014	Benzylpenicillin	Streptococcus dysgalactiae	NA	missing
2014	Clindamycin	Streptococcus dysgalactiae	0.5	
2014	Gentamicin	Streptococcus dysgalactiae	NA	missing
2014	Linezolid	Streptococcus dysgalactiae	NA	missing
2014	Moxifloxacin	Streptococcus dysgalactiae	NA	missing
2014	Vancomycin	Streptococcus dysgalactiae	NA	missing
2014	Benzylpenicillin	Streptococcus equinus	NA	missing
2014	Ciprofloxacin	Streptococcus equinus	NA	missing
2014	Vancomycin	Streptococcus equinus	1	
2014	Benzylpenicillin	Streptococcus gordonii	NA	missing
2014	Ceftobiprole	Streptococcus gordonii	NA	missing
2014	Ciprofloxacin	Streptococcus gordonii	NA	missing
2014	Vancomycin	Streptococcus gordonii	1	
2014	Benzylpenicillin	Streptococcus group C	0.064	
2014	Cefepime	Streptococcus group C	NA	missing
2014	Ciprofloxacin	Streptococcus group C	2	
2014	Levofloxacin	Streptococcus group C	1	
2014	Linezolid	Streptococcus group C	2	
2014	Moxifloxacin	Streptococcus group C	0.25	
2014	Ofloxacin	Streptococcus group C	NA	missing
2014	Oxacillin	Streptococcus group C	NA	missing
2014	Sparfloxacin	Streptococcus group C	NA	missing
2014	Teicoplanin	Streptococcus group C	NA	missing
2014	Vancomycin	Streptococcus group C	1	
2014	Benzylpenicillin	Streptococcus group F	NA	missing
2014	Cefepime	Streptococcus group F	NA	missing
2014	Oxacillin	Streptococcus group F	NA	missing
2014	Amoxicillin	Streptococcus group G	0.064	
2014	Benzylpenicillin	Streptococcus group G	0.064	
2014	Cefepime	Streptococcus group G	NA	missing
2014	Cefotaxime	Streptococcus group G	0.125	
2014	Ceftobiprole	Streptococcus group G	NA	missing
2014	Ciprofloxacin	Streptococcus group G	2	
2014	Clindamycin	Streptococcus group G	0.5	
2014	Daptomycin	Streptococcus group G	0.25	
2014	Doripenem	Streptococcus group G	NA	missing
2014	Ertapenem	Streptococcus group G	NA	missing
2014	Erythromycin	Streptococcus group G	0.25	
2014	Gentamicin	Streptococcus group G	NA	missing
2014	Imipenem	Streptococcus group G	NA	missing
2014	Levofloxacin	Streptococcus group G	1	
2014	Linezolid	Streptococcus group G	2	
2014	Meropenem	Streptococcus group G	NA	missing
2014	Minocycline	Streptococcus group G	0.5	
2014	Moxifloxacin	Streptococcus group G	0.25	
2014	Ofloxacin	Streptococcus group G	NA	missing
2014	Oxacillin	Streptococcus group G	NA	missing
2014	Piperacillin-Tazobactam	Streptococcus group G	0.25	
2014	Sparfloxacin	Streptococcus group G	NA	missing
2014	Teicoplanin	Streptococcus group G	NA	missing
2014	Tetracycline	Streptococcus group G	2	
2014	Tigecycline	Streptococcus group G	NA	missing
2014	Vancomycin	Streptococcus group G	1	
2014	Benzylpenicillin	Streptococcus intermedius	0.25	
2014	Cefepime	Streptococcus intermedius	NA	missing
2014	Ciprofloxacin	Streptococcus intermedius	2	
2014	Gentamicin	Streptococcus intermedius	NA	missing
2014	Imipenem	Streptococcus intermedius	NA	missing
2014	Linezolid	Streptococcus intermedius	NA	missing
2014	Moxifloxacin	Streptococcus intermedius	0.5	
2014	Oxacillin	Streptococcus intermedius	NA	missing
2014	Tigecycline	Streptococcus intermedius	0.25	
2014	Vancomycin	Streptococcus intermedius	1	
2014	Benzylpenicillin	Streptococcus milleri	0.125	
2014	Cefepime	Streptococcus milleri	NA	missing
2014	Ciprofloxacin	Streptococcus milleri	2	
2014	Clarithromycin	Streptococcus milleri	NA	missing
2014	Erythromycin	Streptococcus milleri	NA	missing
2014	Moxifloxacin	Streptococcus milleri	0.5	
2014	Oxacillin	Streptococcus milleri	NA	missing
2014	Piperacillin-Tazobactam	Streptococcus milleri	1	
2014	Roxithromycin	Streptococcus milleri	NA	missing
2014	Telithromycin	Streptococcus milleri	NA	missing
2014	Vancomycin	Streptococcus milleri	1	
2014	Ampicillin	Streptococcus mitis	NA	missing
2014	Benzylpenicillin	Streptococcus mitis	0.25	
2014	Cefepime	Streptococcus mitis	NA	missing
2014	Ciprofloxacin	Streptococcus mitis	4	
2014	Clindamycin	Streptococcus mitis	0.5	
2014	Daptomycin	Streptococcus mitis	1	
2014	Doripenem	Streptococcus mitis	NA	missing
2014	Imipenem	Streptococcus mitis	NA	missing
2014	Levofloxacin	Streptococcus mitis	2	
2014	Linezolid	Streptococcus mitis	2	
2014	Meropenem	Streptococcus mitis	NA	missing
2014	Moxifloxacin	Streptococcus mitis	0.5	
